Land,Open,CPR,Photos,Status,MLS#,Price,Original Price,$ Change,% Change,Region,Neighborhood,Address,City,Zip,Parcel Number,Zone,Section,Plat,Parcel/Lot,CPR,Terms,Sold Price,Sold Date,Sold Ratio,Orig. Ratio,Concessions,Beds,Bath,Living Sq Ft,Average Living,Land Sq Ft,Acres,Average Land,Year,Remodeled,List Date,Days,Condition,Tax,Maint. Fee,Assoc. Fee,Other Fee,Fee Includes,Total Fees,Land,Building,Assessed Total,Assessed Ratio,Elementary,Junior High,High,Zoning,Flood Zone,Seller's Agent,Seller's Office,Buyer's Agent,Buyer's Office,View,Frontage,Pool,Parking,Flooring,Roofing,Roads,Easements,Topography,Stories
FS,,,17,Sold,202119430,870000,870000,0,0,Metro,Liliha,N 647 Kuakini Street ,Honolulu,96817,1-1-7-040-036-0000,1,7,40,36,0,None,1070000,9/17/2021,1.2299,0.8131,,3,2,968,898.7603306,6293,0.14,138.2488479,1959,1968,7/26/2021,9,Fair,255,0,0,0,,0,785800,86000,871800,0.9979,Lanakila,Kawananakoa,Mckinley,05 - R-5 Residential District,Zone X,Scott Y Sakata,Century 21 iProperties Hawaii,Steven H Lau,"Lau & Associates, LLC",None,,None,Carport,Hardwood,Asphalt Shingle,Paved Rd,None,Level,One
FS,,,25,Sold,202118378,928000,928000,0,0,Metro,Kamehameha Heights,1308 Hala Drive ,Honolulu,96817,1-1-6-016-019-0000,1,6,16,19,0,None,900000,9/17/2021,0.9698,1.0311,,4,3.1,1212,765.6765677,5000,0.11,185.6,1929,,7/9/2021,17,"Average,Fair",180,0,0,0,,0,665000,73100,738100,1.2573,Kapalama,Kalakaua,Farrington,05 - R-5 Residential District,Zone X,Gina Rose B Tamboa,Coldwell Banker Realty,FengQing Lin,"Five Star Realty, Inc.",None,Other,None,"2 Car,Carport,Street","Laminate,Vinyl",Composition,Paved Rd,"Sewer,Street Widening",Level,"Basement,One,Two"
FS,,Yes,25,Sold,202118235,1150000,1150000,0,0,DiamondHd,Kaimuki,733 17th Avenue 2,Honolulu,96816,1-3-2-056-025-0002,3,2,56,25,2,None,1220000,9/17/2021,1.0609,0.9426,6000,5,3,2048,561.5234375,4302,0.1,267.3175267,1995,,7/19/2021,10,Above Average,442,0,0,0,,0,633400,443300,1076700,1.0681,Waialae,Kaimuki,Kalani,05 - R-5 Residential District,Zone X,Herwin C Hung,Island Pacific Real Estate LLC,Sandy T Ho,Realty Prime LLC,"Diamond Head,Ocean",,None,"2 Car,Driveway,Garage","Ceramic Tile,Vinyl",Composition,County Rd,Electric,Down Slope,Two
FS,,,21,Sold,202118916,1199999,1199999,0,0,Metro,Salt Lake,3458 Ala Ilima Street ,Honolulu,96818,1-1-1-054-078-0000,1,1,54,78,0,None,1225000,9/17/2021,1.0208,0.9796,,3,2,1504,797.8716755,6261,0.14,191.662514,1968,,7/20/2021,11,"Above Average,Average",256,0,0,0,,0,788300,174000,962300,1.247,Salt Lake,Moanalua,Moanalua,05 - R-5 Residential District,Zone X,Melvin Leon Guerrero,Locations LLC,Cherise FMA Antoque-Tilton,TLC Realty LLC,None,,"In Ground,Pool on Property","2 Car,Driveway,Garage,Street","Vinyl,W/W Carpet",Asphalt Shingle,Paved Rd,None,Level,One
FS,,,19,Sold,202118810,1295000,1295000,0,0,DiamondHd,Kapahulu,3234 Makini Street ,Honolulu,96815,1-3-1-015-070-0000,3,1,15,70,0,None,1300000,9/17/2021,1.0039,0.9962,,3,2,1248,1037.660256,4993,0.11,259.3631084,1970,,7/21/2021,7,Above Average,237,0,0,0,,0,859400,0,952400,1.3597,,,,07 - R-3.5 Residential District,Zone VE,Travis D Farris,eXp Realty,Lucy Liu Shen,"Kailua Beach Realty, Ltd.","Diamond Head,Mountain",,None,"3 Car+,Carport,Driveway,Garage,Street",Laminate,Asphalt Shingle,Paved Rd,None,Level,One
FS,,,25,Sold,202118889,1300000,1300000,0,0,DiamondHd,Niu Valley,5561 Pia Street ,Honolulu,96821,1-3-7-009-052-0000,3,7,9,52,0,None,1450000,9/17/2021,1.1154,0.8966,,3,2,1406,924.6088193,8258,0.19,157.4231049,1959,,7/19/2021,12,Average,492,0,0,0,,0,945800,184800,1130600,1.1498,Aina Haina,Niu Valley,Kalani,04 - R-7.5 Residential District,Zone D,Yuki Yonekura,Sachi HI Pacific Century Prop.,Siu Lan Lundy,SLL Company,None,,None,"2 Car,Driveway,Garage,Street",Ceramic Tile,Other,Paved Rd,None,Level,One
FS,,,1,Sold,202119761,850000,850000,0,0,DiamondHd,St. Louis,1465 St Louis Drive ,Honolulu,96816,1-3-3-053-012-0000,3,3,53,12,0,None,850000,9/16/2021,1,1,,4,2,1648,515.776699,5250,0.12,161.9047619,1941,,7/27/2021,3,Fair,243,0,0,0,,0,825200,7400,832600,1.0209,Hokulani,Jarrett,Kaimuki,05 - R-5 Residential District,Zone X,Sharon M Machado,"MOKULANI Properties, inc",Sharon M Machado,"MOKULANI Properties, inc","City,Coastline",Other,None,2 Car,"Hardwood,Vinyl",Composition,County Rd,None,"Gentle Slope,Up Slope","Basement,One"
FS,,Yes,25,Sold,202118666,1100000,1100000,0,0,Metro,Kapiolani,2637 Nahaku Place ,Honolulu,96826,1-2-7-023-059-0001,2,7,23,59,1,None,1200000,9/16/2021,1.0909,0.9167,,5,3,1928,570.5394191,3116,0.07,353.0166881,2008,2021,7/14/2021,13,Excellent,379,0,0,0,,0,597600,331300,928900,1.1842,Kuhio,Washington,Kaimuki,12 - A-2 Medium Density Apartme,Zone AE,Helen Q Lai,Terraco Realty LLC,Michael Babineck,Sunwide Properties,"None,Other",,None,"3 Car+,Garage","Ceramic Tile,Other",Asphalt Shingle,Paved Rd,Water,Level,Two
FS,,,25,Sold,202118210,1175000,1175000,0,0,DiamondHd,St. Louis,1659 Alencastre Street ,Honolulu,96816,1-3-3-057-091-0000,3,3,57,91,0,None,1194000,9/16/2021,1.0162,0.9841,,3,2,1392,844.1091954,5250,0.12,223.8095238,1951,,7/9/2021,22,Above Average,205,0,0,0,,0,800400,7500,807900,1.4544,Hokulani,Jarrett,Kaimuki,05 - R-5 Residential District,Zone X,Kim Wong Balisacan,BHGRE Advantage Realty,Gene Neal,Redfin Corporation,"City,Coastline,Ocean,Sunset",,None,"1 Car,Driveway,Street","Hardwood,Vinyl",Tile,Paved Rd,Sewer,"Gentle Slope,Level",Two
FS,,,23,Sold,202115879,1190000,1240000,-50000,-0.0403,Metro,Kalihi-upper,2430 Kula Kolea Place ,Honolulu,96819,1-1-3-040-067-0000,1,3,40,67,0,None,1100000,9/16/2021,0.9244,1.1273,,5,3,3642,326.7435475,6297,0.14,188.9788788,1964,2021,6/18/2021,33,Above Average,270,0,0,0,,0,568200,358400,926600,1.2843,Kalihi,Dole,Farrington,05 - R-5 Residential District,Zone X,Andrea Tantoco,Pacific Image Properties,Kina Knisley,Keller Williams Honolulu,"City,Mountain,Ocean",Other,None,"2 Car,Carport,Street",Vinyl,Other,County Rd,Electric,Steep Slope,Split Level
FS,,,25,Sold,202118628,899000,899000,0,0,Metro,Alewa Heights,2261-C Aulii Street ,Honolulu,96817,1-1-8-021-090-0000,1,8,21,90,0,None,900000,9/15/2021,1.0011,0.9989,,4,2.1,2024,444.1699605,5891,0.14,152.6056697,1958,,7/16/2021,16,Average,233,0,0,0,,0,718900,80000,798900,1.1253,,,,05 - R-5 Residential District,Zone X,Daniel K Ihara,Keller Williams Honolulu,Michelle KA Valera,Keller Williams Honolulu,"City,Ocean",,None,"3 Car+,Boat,Carport,Driveway","Laminate,W/W Carpet",Composition,Paved Rd,"Electric,Sewer",Level,"Basement,Two,Split Level"
FS,,,22,Sold,202118941,948888,948888,0,0,Metro,Kalihi-lower,1653 Kino Street ,Honolulu,96819,1-1-3-019-049-0000,1,3,19,49,0,None,1050000,9/15/2021,1.1066,0.9037,,3,2,1628,582.8550369,5381,0.12,176.3404572,1994,,7/17/2021,22,Above Average,233,0,0,0,,0,733700,203600,937300,1.0124,,,,05 - R-5 Residential District,Zone X,Lori L Palmer,Bob Tanaka Inc,Colin A Lee,BHGRE Advantage Realty,Other,Other,None,"2 Car,Driveway,Street","Laminate,Vinyl",Composition,Paved Rd,None,Level,One
FS,,,1,Sold,202110090,1100000,1100000,0,0,Metro,Manoa-upper,,Honolulu,96822,1-2-9-069-022-0000,2,9,69,22,0,None,1000000,9/15/2021,0.9091,1.1,,3,2,1480,743.2432432,9881,0.23,111.3247647,1967,,4/27/2021,33,Average,212,0,0,0,,0,743100,145400,888500,1.238,Manoa,Stevenson,Roosevelt,04 - R-7.5 Residential District,Zone X,Braven Sakauye,Realty Partners Inc.,Duc Ong,Equity First Realty Hawaii LLC,City,,None,"3 Car+,Carport,Driveway","Vinyl,W/W Carpet",Asphalt Shingle,"County Rd,Paved Rd","Electric,Telephone","Steep Slope,Up Slope","Basement,One"
FS,,,12,Sold,202118508,1000000,930900,69100,0.0742,DiamondHd,Wilhelmina,1421 Wilhelmina Road A,Honolulu,96816,1-3-3-015-094-0000,3,3,15,94,0,None,1000000,9/14/2021,1,0.9309,,3,1.1,1204,830.5647841,5025,0.12,199.0049751,1954,,7/12/2021,9,Average,115,0,0,0,,0,703800,85000,788800,1.2677,,,,05 - R-5 Residential District,Zone X,Donna Jane B Carrilho,Savvy Realty & Loans,Thomas D Watson,"Watson Properties, Inc.","City,Coastline,Diamond Head,Mountain,Ocean,Other",,None,"2 Car,Carport,Garage","Hardwood,Vinyl,W/W Carpet",Composition,Paved Rd,Driveway,"Gentle Slope,Terraced,Up Slope",One
FS,,,25,Sold,202118775,1350000,1350000,0,0,DiamondHd,Kaimuki,3118 Harding Avenue ,Honolulu,96816,1-3-2-001-002-0000,3,2,1,2,0,None,1375000,9/13/2021,1.0185,0.9818,,6,3,2946,458.2484725,6250,0.14,216,1938,2005,7/20/2021,10,Fair,467,0,0,0,,0,900000,421200,1321200,1.0218,Kuhio,Washington,Kaimuki,07 - R-3.5 Residential District,Zone X,Nancy M Nino,Coldwell Banker Realty,Tyler K Isono,"Innovative Realty Group, Inc.",Garden,Other,None,"3 Car+,Driveway,Garage","Hardwood,Laminate,Other,W/W Carpet",Asphalt Shingle,None,None,Level,Two
FS,,,12,Sold,202116568,950000,950000,0,0,Metro,Puunui,2442-A Lanai Street ,Honolulu,96817,1-1-8-015-047-0000,1,8,15,47,0,None,1038000,9/10/2021,1.0926,0.9152,,3,1,1002,948.1037924,6240,0.14,152.2435897,1962,,6/30/2021,20,Average,245,0,0,0,,0,779000,45100,824100,1.1528,Maemae,Kawananakoa,Mckinley,05 - R-5 Residential District,Zone X,Charlie Q Zhao,Hawaii Life,Joanna YH Zheng,HomeSmart Island Homes,Mountain,,None,"1 Car,Carport,Driveway,Street",Hardwood,Composition,Paved Rd,None,Level,One
FS,,,23,Sold,202119614,965000,965000,0,0,Metro,Moanalua Gardens,2137 Ala Mahamoe Street ,Honolulu,96819,1-1-1-038-079-0000,1,1,38,79,0,None,1100000,9/10/2021,1.1399,0.8773,,3,2,1464,659.1530055,6108,0.14,157.9895219,1966,,8/2/2021,10,Average,247,0,0,0,,0,728100,142200,870300,1.1088,Moanalua,Moanalua,Moanalua,05 - R-5 Residential District,Zone D,Sandra E DaRoza,20 Degrees North Real Estate,James S Chan,Compass,"City,Coastline",,None,"3 Car+,Driveway,Garage","Laminate,Other",Other,Paved Rd,"Cable,Electric,Sewer,Water","Gentle Slope,Level",One
FS,,,3,Sold,202113571,998000,998000,0,0,Metro,Kalihi-lower,1218 Richard Lane A,Honolulu,96819,1-1-3-009-006-0000,1,3,9,6,0,None,982000,9/10/2021,0.984,1.0163,,11,5,3894,256.2917309,4745,0.11,210.3266596,1954,1960,6/2/2021,7,"Average,Fair",217,0,0,0,,0,597100,331000,928100,1.0753,,,,07 - R-3.5 Residential District,Zone X,Emely U Rubio,Aloha Pacific Properties Inc,Cora Agliam,Coldwell Banker Realty,None,,None,Carport,Other,Composition,County Rd,Other,Other,Two
FS,,,23,Sold,202118005,1180000,1180000,0,0,Metro,Kamehameha Heights,,Honolulu,96817,1-1-6-016-024-0000,1,6,16,24,0,None,1308000,9/10/2021,1.1085,0.9021,,10,4.1,2594,454.8959136,5610,0.13,210.3386809,1939,2009,7/5/2021,10,Excellent,228,0,0,0,,0,685300,197700,783000,1.507,Kapalama,Kalakaua,Farrington,05 - R-5 Residential District,Zone X,Wendy W Lee,"Loyal Realty, LLC",Katrina J Zhu,Luxury Homes International,None,Other,None,"3 Car+,Garage","Ceramic Tile,Laminate",Asphalt Shingle,Paved Rd,Drainage,Level,Two
FS,,,13,Sold,202118639,799000,799000,0,0,Metro,Kalihi-upper,2305 Kula Kolea Drive ,Honolulu,96819,1-1-3-040-078-0000,1,3,40,78,0,None,850000,9/9/2021,1.0638,0.94,,3,2,1812,440.9492274,6632,0.15,120.4764777,1956,,7/12/2021,10,Above Average,191,0,0,0,,0,613900,156900,770800,1.0366,,,,05 - R-5 Residential District,Zone X,Ivy N Kumai,"Ivy K Realty, LLC",Patrick Longley,eXp Realty,"City,Mountain,Ocean",,None,"2 Car,Carport","Hardwood,Laminate,Vinyl",Asphalt Shingle,County Rd,None,"Down Slope,Hilly,Terraced","Basement,One"
FS,,,16,Sold,202119459,900000,900000,0,0,Metro,Pauoa Valley,142 Polulani Place ,Honolulu,96813,1-2-2-024-061-0000,2,2,24,61,0,None,800000,9/9/2021,0.8889,1.125,,3,2.1,1128,797.8723404,7069,0.16,127.3164521,1956,,7/26/2021,9,Needs Major Repair,193,0,0,0,,0,715700,86200,801900,1.1223,,,,05 - R-5 Residential District,Zone X,Beverly Taira,CENTURY 21 Homefinders of HI,David M Nash,TheOahuAgents.com,Mountain,"Other,Stream/Canal",None,"1 Car,Carport,Driveway","Vinyl,W/W Carpet",Asphalt Shingle,Private Rd,"Electric,Sewer,Water","Down Slope,Gentle Slope,Terraced",Split Level
FS,,Yes,8,Sold,202110498,1050000,998000,52000,0.0521,DiamondHd,Palolo,2021 10th Avenue A,Honolulu,96816,1-3-3-036-019-0001,3,3,36,19,1,None,1070000,9/9/2021,1.019,0.9327,,4,3,2996,350.4672897,2632,0.06,398.9361702,2017,,5/3/2021,12,Above Average,439,0,0,0,,0,417600,644400,1062000,0.9887,Palolo,Jarrett,Kaimuki,05 - R-5 Residential District,Zone X,Tammy Beaumont,Penthouse Realty Corporation,Si Un Emmons,Green Tree Realty,"City,Mountain,Sunset",Other,None,"3 Car+,Garage,Street",Vinyl,Custom/Specialty,Paved Rd,"Driveway,Electric,Water",Gentle Slope,Three+
FS,,,14,Sold,202116698,1147000,1147000,0,0,HawaiiKai,Koko Head Terrace,606 Kapaia Street ,Honolulu,96825,1-3-9-051-043-0000,3,9,51,43,0,None,1175000,9/9/2021,1.0244,0.9762,,3,1.1,1700,674.7058824,5448,0.13,210.5359765,1969,1979,7/12/2021,9,"Above Average,Average",260,0,0,0,,0,725900,166600,892500,1.2852,Koko Head,Niu Valley,Kaiser,05 - R-5 Residential District,Zone D,Fred S Ushijima,Locations LLC,Jonathan J Kam,Locations LLC,Mountain,Other,None,"3 Car+,Carport,Driveway,Street","Laminate,Vinyl","Composition,Other",County Rd,None,Level,One
FS,,,24,Sold,202118205,1195000,1195000,0,0,HawaiiKai,Hahaione-upper,908 Hahaione Street ,Honolulu,96825,1-3-9-084-043-0000,3,9,84,43,0,"None,Subject To Replacement Property",1195000,9/9/2021,1,1,,4,2,1492,800.9383378,6540,0.15,182.7217125,1974,,7/9/2021,21,Above Average,208,0,0,0,,0,754600,172400,927000,1.2891,Hahaione,Niu Valley,Kaiser,05 - R-5 Residential District,Zone D,Sean S Takamori,BHGRE Advantage Realty,Jenny L Brady,"Hokua Hawaii Realty, LLC",Mountain,,None,"2 Car,Driveway,Garage,Street","Ceramic Tile,Laminate,Vinyl",Tile,Paved Rd,"Drainage,Electric,Sewer",Gentle Slope,One
FS,,,25,Sold,202117952,1150000,1150000,0,0,HawaiiKai,Kalama Valley,1161 Honokahua Street ,Honolulu,96825,1-3-9-089-062-0000,3,9,89,62,0,None,1250000,9/7/2021,1.087,0.92,3249,4,3,1828,629.1028446,6390,0.15,179.9687011,1974,,7/7/2021,9,"Above Average,Excellent",235,0,3,0,,3,738000,207300,945300,1.2165,,,,05 - R-5 Residential District,Zone D,Michael D DeMello,Redfin Corporation,Sue Jo,BHGRE Advantage Realty,Garden,Other,None,"2 Car,Driveway,Garage,Street",Hardwood,Wood Shake,Paved Rd,None,"Gentle Slope,Level,Up Slope",Two
FS,,Yes,25,Sold,202027406,900000,927500,-27500,-0.0296,Metro,Manoa Area,E 2721A Manoa Road ,Honolulu,96822,1-2-9-013-023-0002,2,9,13,23,2,None,890000,9/3/2021,0.9889,1.0421,,2,2,1124,800.7117438,1650,0.04,545.4545455,1988,2019,10/17/2020,76,Above Average,204,0,0,0,,0,651900,48400,700300,1.2852,Noelani,Stevenson,Roosevelt,04 - R-7.5 Residential District,Zone X,Dion Dizon,"Island, REALTORS",Katherine A Ingoglia,Aloha Realty Group LLC,"Mountain,Sunset",,None,"2 Car,Driveway,Garage","Ceramic Tile,Hardwood,Vinyl,W/W Carpet","Aluminum/Steel,Composition","County Rd,Paved Rd",None,Level,"Basement,Two"
FS,,,1,Sold,202115726,1500000,1500000,0,0,HawaiiKai,Mariners Cove,7014 Niumalu Loop ,Honolulu,96825,1-3-9-065-046-0000,3,9,65,46,0,None,1500000,9/3/2021,1,1,,4,3,2214,677.5067751,7508,0.17,199.786894,1970,2020,7/20/2021,0,Average,367,0,0,0,,0,885200,406400,1291600,1.1614,Kamiloiki,Niu Valley,Kaiser,04 - R-7.5 Residential District,Zone D,Aleki Lee,Lee Realty LLC,Jaymes K Song,BHGRE Advantage Realty,Mountain,Other,"In Ground,Plaster,Pool on Property","3 Car+,Driveway,Garage,Street","Marble/Granite,W/W Carpet",Tile,County Rd,None,Level,Two
FS,,,22,Sold,202115264,1530000,1575000,-45000,-0.0286,Metro,Makiki Heights,1207 Lilo Place ,Honolulu,96822,1-2-4-038-041-0000,2,4,38,41,0,None,1450000,9/3/2021,0.9477,1.0862,,6,2,2441,626.7922982,10000,0.23,153,1952,,6/10/2021,40,Average,318,0,0,0,,0,940000,251100,1191100,1.2845,,,,03 - R10 - Residential District,Zone X,James S Chan,Compass,Spencer Shimabukuro,Kamehameha Realty,City,,None,Garage,"Vinyl,W/W Carpet","Aluminum/Steel,Asphalt Shingle",Paved Rd,Sewer,Down Slope,"Basement,Two"
FS,,,12,Sold,202115476,899000,899000,0,0,Metro,Kalihi Valley,1924 Huea Place ,Honolulu,96819,1-1-4-019-038-0000,1,4,19,38,0,None,1001000,9/2/2021,1.1135,0.8981,,3,2,1040,864.4230769,14462,0.33,62.16290969,1955,2014,7/25/2021,11,"Above Average,Average",218,0,0,0,,0,633600,113600,746600,1.2041,Kalihi Uka,Dole,Farrington,03 - R10 - Residential District,Zone X,Robert H Vernon,RE/MAX Honolulu,Liz Bills,Berkshire Hathaway HmSvc HI RE,"Coastline,Mountain,Ocean",,None,"3 Car+,Carport,Driveway,Garage","Ceramic Tile,Laminate",Asphalt Shingle,Private Rd,"Driveway,Electric,Sewer,Teleph","Gentle Slope,Level",One
FS,,,2,Sold,202118646,993000,1413000,-420000,-0.2972,Metro,Aliamanu,4309 Keaka Drive ,Honolulu,96818,1-1-1-024-049-0000,1,1,24,49,0,None,928000,9/2/2021,0.9345,1.5226,,4,2,1392,713.362069,6008,0.14,165.2796272,1956,1965,7/12/2021,7,"Above Average,Average",190,0,0,0,,0,653900,94000,747900,1.3277,,,,05 - R-5 Residential District,Zone X,Joannie Hsieh,Central Pacific Properties Inc,Joanna YH Zheng,HomeSmart Island Homes,None,Other,None,3 Car+,"Vinyl,W/W Carpet",Composition,Paved Rd,Other,Level,One
FS,,,20,Sold,202118207,995000,995000,0,0,DiamondHd,Aina Haina Area,875 Alamuku Street ,Honolulu,96821,1-3-6-016-038-0000,3,6,16,38,0,None,1115000,9/2/2021,1.1206,0.8924,,3,1.1,1084,917.896679,7500,0.17,132.6666667,1953,2017,7/9/2021,6,Above Average,252,0,0,0,,0,825000,163000,988000,1.0071,Aina Haina,Niu Valley,Kalani,04 - R-7.5 Residential District,Zone X,Myra Brandt,Corcoran Pacific Properties,Melanie Long,Pacific International Realty,"Garden,Mountain,Other",Other,None,"1 Car,Driveway,Street","Laminate,W/W Carpet",Asphalt Shingle,Paved Rd,None,"Level,Up Slope",One
FS,,,21,Sold,202120063,1075000,1075000,0,0,HawaiiKai,Mariners Valley,822 Maniniholo Street ,Honolulu,96825,1-3-9-059-069-0000,3,9,59,69,0,None,1100000,9/2/2021,1.0233,0.9773,,3,2.1,1780,603.9325843,6210,0.14,173.1078905,1969,2021,8/5/2021,7,Above Average,221,0,0,0,,0,735000,162600,897600,1.1976,Kamiloiki,Niu Valley,Kaiser,05 - R-5 Residential District,Zone D,Chad M Takesue,Locations LLC,Erik K Taniguchi,Keller Williams Honolulu,"Mountain,Other",Other,None,2 Car,Vinyl,"Asphalt Shingle,Pitch & Gravel",Paved Rd,Drainage,Level,Two
FS,,,24,Sold,202118180,1090000,1090000,0,0,Metro,Manoa Area,3272 Paumaka Place ,Honolulu,96822,1-2-9-044-018-0000,2,9,44,18,0,None,1200000,9/2/2021,1.1009,0.9083,,3,2,1400,778.5714286,7501,0.17,145.3139581,1962,,7/9/2021,10,Fair,250,0,0,0,,0,960400,36200,996600,1.0937,Noelani,Stevenson,Roosevelt,04 - R-7.5 Residential District,Zone AE,Jonie Lyn Williams,Locations LLC,Michelle Wood,Hawaii Life,None,,None,"Driveway,Garage","Hardwood,Other",Composition,Paved Rd,None,Level,One
FS,,,25,Sold,202112808,1310000,1290000,20000,0.0155,Metro,Kapalama,1220 Kaauwai Place ,Honolulu,96817,1-1-6-004-039-0000,1,6,4,39,0,None,1270000,9/2/2021,0.9695,1.0157,,9,5,3660,357.9234973,5337,0.12,245.4562488,1942,1954,5/21/2021,42,Above Average,537,0,0,0,,0,768700,447800,1216500,1.0769,,,,05 - R-5 Residential District,Zone X,Summer X Xie,"Five Star Realty, Inc.",Jimmy Huang,Honolulu Hawaii Realty,None,,None,3 Car+,Ceramic Tile,Asphalt Shingle,Paved Rd,"Driveway,Street Widening",Level,Two
FS,,,18,Sold,202116432,849000,849000,0,0,Metro,Aliamanu,4325 Likini Street ,Honolulu,96818,1-1-1-024-098-0000,1,1,24,98,0,None,900000,9/1/2021,1.0601,0.9433,,5,2,1808,469.579646,6400,0.15,132.65625,1955,,7/13/2021,13,Average,197,0,0,0,,0,684000,131900,815900,1.0406,Pearl Harbor,Aliamanu,Radford,05 - R-5 Residential District,Zone X,Gary S Murakami,Locations LLC,Coco He,"Five Star Realty, Inc.",Other,Other,None,"2 Car,Carport,Street","Ceramic Tile,Hardwood,Vinyl,W/W Carpet",Aluminum/Steel,"County Rd,Paved Rd",None,"Terraced,Up Slope","Basement,One,Split Level"
FS,,,25,Sold,202009007,880000,849000,31000,0.0365,Metro,Kalihi Uka,1718 Violet Street ,Honolulu,96819,1-1-4-003-045-0000,1,4,3,45,0,None,880000,9/1/2021,1,0.9648,,7,3,1900,463.1578947,3570,0.08,246.4985994,1943,2015,5/7/2020,248,Above Average,182,0,0,0,,0,562500,99800,662300,1.3287,Kalihi Uka,Dole,Farrington,07 - R-3.5 Residential District,Zone X,Vina Marcello,Coldwell Banker Realty,David T Dahilig,"West Oahu Realty, Inc.",Ocean,,None,"3 Car+,Carport","Ceramic Tile,Hardwood",Composition,Paved Rd,None,Gentle Slope,Two
FS,,Yes,24,Sold,202109138,1150000,1150000,0,0,DiamondHd,Palolo,2117 Palolo Avenue F,Honolulu,96816,1-3-4-006-002-0006,3,4,6,2,6,None,1125000,9/1/2021,0.9783,1.0222,,5,4,2467,466.1532225,3367,0.08,341.5503416,2017,,4/16/2021,40,"Above Average,Excellent",462,0,0,0,,0,541800,612300,1154100,0.9964,,,,05 - R-5 Residential District,Zone X,Devin G Tryan,eXp Realty,Jennifer L Hardy,Hardy Homes Hawaii,Other,,None,"2 Car,Driveway,Garage,Street",Ceramic Tile,Asphalt Shingle,Paved Rd,"Electric,Sewer","Down Slope,Level",Two
FS,,,24,Sold,202118750,1158000,1158000,0,0,DiamondHd,Aina Haina Area,5317 Uhiuhi Street ,Honolulu,96821,1-3-6-013-095-0000,3,6,13,95,0,None,1370000,9/1/2021,1.1831,0.8453,,3,2,1715,675.2186589,7500,0.17,154.4,1954,,7/15/2021,9,Average,261,0,0,0,,0,825000,71600,896600,1.2915,,,,04 - R-7.5 Residential District,Zone X,Joe Pineda,Keller Williams Honolulu,Sam Paltikian,Coldwell Banker Realty,"Garden,Mountain",,None,"3 Car+,Carport,Driveway,Street","Ceramic Tile,Laminate",Asphalt Shingle,"County Rd,Paved Rd",None,Level,One
FS,,,25,Sold,202113312,959000,999000,-40000,-0.04,DiamondHd,Kuliouou,588 Puili Place ,Honolulu,96821,1-3-8-016-046-0000,3,8,16,46,0,None,970000,8/31/2021,1.0115,1.0299,,3,2,1231,779.0414297,6168,0.14,155.4798962,1982,,5/30/2021,47,Above Average,227,0,0,0,,0,658900,119600,778500,1.2319,Koko Head,Niu Valley,Kaiser,04 - R-7.5 Residential District,Zone D,Bryn W Kaufman,OahuRE.com,Sissy Sosner,Coldwell Banker Realty,Ocean,Other,None,"2 Car,Driveway,Garage","Ceramic Tile,Laminate,W/W Carpet",Composition,"Paved Rd,Private Rd",None,Level,One
FS,,,16,Sold,202029913,1500000,1488000,12000,0.0081,DiamondHd,Kaimuki,1049 12th Avenue ,Honolulu,96816,1-3-2-014-010-0000,3,2,14,10,0,None,1488000,8/31/2021,0.992,1,,4,2,1801,832.8706274,7500,0.17,200,1922,,11/24/2020,238,Average,273,0,0,0,,0,975000,61500,1036500,1.4472,Liholiho,Kaimuki,Kalani,05 - R-5 Residential District,Zone X,Caron B Davis,Caron B Realty,Maria Hsu,Coldwell Banker Realty,Mountain,,None,"3 Car+,Carport,Driveway,Street","Ceramic Tile,Hardwood,Vinyl,W/W Carpet",Asphalt Shingle,Paved Rd,None,"Gentle Slope,Level","Basement,One"
FS,,,12,Sold,202119503,925000,925000,0,0,DiamondHd,Kapahulu,3121 Catherine Street ,Honolulu,96815,1-3-1-018-061-0000,3,1,18,61,0,None,1050000,8/30/2021,1.1351,0.881,,3,3,1375,672.7272727,4750,0.11,194.7368421,1977,1977,8/7/2021,8,"Needs Major Repair,Tear Down",261,0,0,0,,0,838500,85800,924300,1.0008,Jefferson,Kaimuki,Kaimuki,07 - R-3.5 Residential District,Zone X,Karyl W Fujii,Locations LLC,Vincent Lao,"Five Star Realty, Inc.","Diamond Head,Mountain",,None,"3 Car+,Driveway,Street","Hardwood,Vinyl",Asphalt Shingle,County Rd,None,Level,One
FS,,,25,Sold,202100517,969000,949000,20000,0.0211,Metro,Kalihi Uka,1717 Noe Street ,Honolulu,96819,1-1-4-003-007-0000,1,4,3,7,0,None,969000,8/30/2021,1,0.9794,,5,2,1388,698.1268012,5000,0.11,193.8,1962,2020,1/8/2021,138,Excellent,0,0,0,0,,0,642000,66500,708500,1.3677,Kalihi Uka,Dole,Farrington,07 - R-3.5 Residential District,Zone X,Herbert Y Cheung,Herbert Y Cheung,NON MLS,Non-MLS,"Mountain,Ocean,Sunrise",Other,None,"3 Car+,Carport,Driveway,Street","Ceramic Tile,Hardwood",Composition,Paved Rd,None,"Level,Up Slope",One
